,year,sex,suicides_no,population,suicides/100k pop,HDI for year,gdp_per_capita,generation,gdp_for_year
5097,2000,1,146,644375,22.66,0.867,25589,1,742293448253.0
5098,2000,1,484,2226742,21.74,0.867,25589,2,742293448253.0
5099,2000,1,430,2131117,20.18,0.867,25589,2,742293448253.0
5100,2000,1,455,2390741,19.03,0.867,25589,5,742293448253.0
5101,2000,0,393,4830067,8.14,0.867,25589,0,742293448253.0
5102,2000,0,112,2030972,5.51,0.867,25589,2,742293448253.0
5103,2000,0,119,2177984,5.46,0.867,25589,2,742293448253.0
5104,2000,0,137,2567097,5.34,0.867,25589,5,742293448253.0
5105,2000,0,30,1071636,2.8,0.867,25589,1,742293448253.0
5106,2000,1,29,2101448,1.38,0.867,25589,4,742293448253.0
5107,2000,0,17,1996147,0.85,0.867,25589,4,742293448253.0
5108,2001,1,1347,4892041,27.53,0.0,25165,0,736379777893.0
5109,2001,1,500,2182409,22.91,0.0,25165,2,736379777893.0
5110,2001,1,131,665842,19.67,0.0,25165,5,736379777893.0
5111,2001,1,481,2458947,19.56,0.0,25165,5,736379777893.0
5112,2001,1,398,2168038,18.36,0.0,25165,4,736379777893.0
5113,2001,0,392,4894497,8.01,0.0,25165,0,736379777893.0
5114,2001,0,161,2618587,6.15,0.0,25165,5,736379777893.0
5115,2001,0,114,2130957,5.35,0.0,25165,2,736379777893.0
5116,2001,0,105,2059190,5.1,0.0,25165,4,736379777893.0
5117,2001,0,38,1096205,3.47,0.0,25165,5,736379777893.0
5118,2001,1,14,2096912,0.67,0.0,25165,4,736379777893.0
5119,2001,0,13,1998430,0.65,0.0,25165,4,736379777893.0
5120,2002,1,1292,4926984,26.22,0.0,25570,0,757950678647.0
5121,2002,1,164,691551,23.71,0.0,25570,5,757950678647.0
5122,2002,1,466,2194450,21.24,0.0,25570,2,757950678647.0
5123,2002,1,527,2550479,20.66,0.0,25570,5,757950678647.0
5124,2002,1,384,2192632,17.51,0.0,25570,4,757950678647.0
5125,2002,0,370,4929966,7.51,0.0,25570,0,757950678647.0
5126,2002,0,124,2142391,5.79,0.0,25570,2,757950678647.0
5127,2002,0,150,2707035,5.54,0.0,25570,5,757950678647.0
5128,2002,0,108,2084984,5.18,0.0,25570,4,757950678647.0
5129,2002,0,30,1126677,2.66,0.0,25570,5,757950678647.0
5130,2002,1,18,2097593,0.86,0.0,25570,4,757950678647.0
5131,2002,0,17,1997372,0.85,0.0,25570,4,757950678647.0
5132,2003,1,1317,4950960,26.6,0.0,29787,0,892380986368.0
5133,2003,1,581,2636917,22.03,0.0,29787,5,892380986368.0
5134,2003,1,151,718916,21.0,0.0,29787,5,892380986368.0
5135,2003,1,426,2205120,19.32,0.0,29787,2,892380986368.0
5136,2003,1,409,2211023,18.5,0.0,29787,4,892380986368.0
5137,2003,0,438,4956221,8.84,0.0,29787,0,892380986368.0
5138,2003,0,113,2103731,5.37,0.0,29787,4,892380986368.0
5139,2003,0,114,2151969,5.3,0.0,29787,2,892380986368.0
5140,2003,0,145,2792599,5.19,0.0,29787,5,892380986368.0
5141,2003,0,44,1156073,3.81,0.0,29787,5,892380986368.0
5142,2003,1,19,2087408,0.91,0.0,29787,4,892380986368.0
5143,2003,0,8,1987896,0.4,0.0,29787,4,892380986368.0
5144,2004,1,1210,4982932,24.28,0.0,33787,0,1023196003075.0
5145,2004,1,477,2220407,21.48,0.0,33787,2,1023196003075.0
5146,2004,1,154,744741,20.68,0.0,33787,5,1023196003075.0
5147,2004,1,497,2721795,18.26,0.0,33787,5,1023196003075.0
5148,2004,1,379,2230355,16.99,0.0,33787,4,1023196003075.0
5149,2004,0,428,4986017,8.58,0.0,33787,0,1023196003075.0
5150,2004,0,181,2879432,6.29,0.0,33787,5,1023196003075.0
5151,2004,0,114,2169563,5.25,0.0,33787,2,1023196003075.0
5152,2004,0,101,2124167,4.75,0.0,33787,4,1023196003075.0
5153,2004,0,44,1183549,3.72,0.0,33787,5,1023196003075.0
5154,2004,1,17,2069874,0.82,0.0,33787,4,1023196003075.0
5155,2004,0,11,1971134,0.56,0.0,33787,4,1023196003075.0
5156,2005,1,1341,5018957,26.72,0.892,38218,0,1169357979865.0
5157,2005,1,165,772032,21.37,0.892,38218,5,1169357979865.0
5158,2005,1,539,2802901,19.23,0.892,38218,5,1169357979865.0
5159,2005,1,415,2236320,18.56,0.892,38218,2,1169357979865.0
5160,2005,1,378,2249377,16.8,0.892,38218,4,1169357979865.0
5161,2005,0,418,5018764,8.33,0.892,38218,0,1169357979865.0
5162,2005,0,131,2144094,6.11,0.892,38218,4,1169357979865.0
5163,2005,0,158,2961910,5.33,0.892,38218,5,1169357979865.0
5164,2005,0,58,1211769,4.79,0.892,38218,5,1169357979865.0
5165,2005,0,96,2188897,4.39,0.892,38218,2,1169357979865.0
5166,2005,0,25,1947297,1.28,0.892,38218,4,1169357979865.0
5167,2005,1,19,2044772,0.93,0.892,38218,4,1169357979865.0
5168,2006,1,1202,5050497,23.8,0.0,42566,0,1315415197461.0
5169,2006,1,188,806380,23.31,0.0,42566,5,1315415197461.0
5170,2006,1,599,2910932,20.58,0.0,42566,5,1315415197461.0
5171,2006,1,362,2220384,16.3,0.0,42566,2,1315415197461.0
5172,2006,1,331,2288073,14.47,0.0,42566,4,1315415197461.0
5173,2006,0,362,5021174,7.21,0.0,42566,0,1315415197461.0
5174,2006,0,187,3071300,6.09,0.0,42566,5,1315415197461.0
5175,2006,0,118,2177957,5.42,0.0,42566,2,1315415197461.0
5176,2006,0,86,2179623,3.95,0.0,42566,4,1315415197461.0
5177,2006,0,46,1241475,3.71,0.0,42566,5,1315415197461.0
5178,2006,0,18,1920311,0.94,0.0,42566,4,1315415197461.0
5179,2006,1,13,2014856,0.65,0.0,42566,4,1315415197461.0
5180,2007,1,1224,5064536,24.17,0.0,46890,0,1464977190206.0
5181,2007,1,183,837259,21.86,0.0,46890,5,1464977190206.0
5182,2007,1,404,2250433,17.95,0.0,46890,2,1464977190206.0
5183,2007,1,539,3006062,17.93,0.0,46890,5,1464977190206.0
5184,2007,1,359,2318148,15.49,0.0,46890,4,1464977190206.0
5185,2007,0,400,5030803,7.95,0.0,46890,0,1464977190206.0
5186,2007,0,188,3170541,5.93,0.0,46890,5,1464977190206.0
5187,2007,0,116,2206555,5.26,0.0,46890,4,1464977190206.0
5188,2007,0,113,2212210,5.11,0.0,46890,2,1464977190206.0
5189,2007,0,52,1269438,4.1,0.0,46890,5,1464977190206.0
5190,2007,1,18,1986129,0.91,0.0,46890,3,1464977190206.0
5191,2007,0,15,1890517,0.79,0.0,46890,3,1464977190206.0
5192,2008,1,1241,5076969,24.44,0.0,49041,0,1549131208997.0
5193,2008,1,192,866435,22.16,0.0,49041,5,1549131208997.0
5194,2008,1,589,3107189,18.96,0.0,49041,5,1549131208997.0
5195,2008,1,395,2286010,17.28,0.0,49041,2,1549131208997.0
5196,2008,1,344,2341539,14.69,0.0,49041,4,1549131208997.0
5197,2008,0,413,5038500,8.2,0.0,49041,0,1549131208997.0
5198,2008,0,231,3276332,7.05,0.0,49041,5,1549131208997.0
5199,2008,0,119,2227003,5.34,0.0,49041,4,1549131208997.0
5200,2008,0,118,2251723,5.24,0.0,49041,2,1549131208997.0
5201,2008,0,38,1296269,2.93,0.0,49041,5,1549131208997.0
5202,2008,1,16,1959155,0.82,0.0,49041,3,1549131208997.0
5203,2008,0,9,1861517,0.48,0.0,49041,3,1549131208997.0
5204,2009,1,1328,5085328,26.11,0.0,42933,0,1371153004986.0
5205,2009,1,680,3216246,21.14,0.0,42933,5,1371153004986.0
5206,2009,1,182,893202,20.38,0.0,42933,5,1371153004986.0
5207,2009,1,437,2325144,18.79,0.0,42933,2,1371153004986.0
5208,2009,1,349,2355316,14.82,0.0,42933,4,1371153004986.0
5209,2009,0,402,5043261,7.97,0.0,42933,0,1371153004986.0
5210,2009,0,130,2238546,5.81,0.0,42933,4,1371153004986.0
5211,2009,0,192,3389717,5.66,0.0,42933,5,1371153004986.0
5212,2009,0,119,2293665,5.19,0.0,42933,2,1371153004986.0
5213,2009,0,46,1322098,3.48,0.0,42933,5,1371153004986.0
5214,2009,1,13,1937420,0.67,0.0,42933,3,1371153004986.0
5215,2009,0,12,1837414,0.65,0.0,42933,3,1371153004986.0
5216,2010,1,1292,5088099,25.39,0.903,49974,2,1613464422811.0
5217,2010,1,200,917671,21.79,0.903,49974,5,1613464422811.0
5218,2010,1,690,3333897,20.7,0.903,49974,5,1613464422811.0
5219,2010,1,409,2366854,17.28,0.903,49974,2,1613464422811.0
5220,2010,1,371,2357806,15.73,0.903,49974,4,1613464422811.0
5221,2010,0,402,5044926,7.97,0.903,49974,2,1613464422811.0
5222,2010,0,237,3510692,6.75,0.903,49974,5,1613464422811.0
5223,2010,0,154,2335884,6.59,0.903,49974,2,1613464422811.0
5224,2010,0,115,2239759,5.13,0.903,49974,4,1613464422811.0
5225,2010,0,49,1347679,3.64,0.903,49974,5,1613464422811.0
5226,2010,1,19,1922599,0.99,0.903,49974,3,1613464422811.0
5227,2010,0,13,1820274,0.71,0.903,49974,3,1613464422811.0
5228,2011,1,1127,5074280,22.21,0.909,54841,2,1788647906048.0
5229,2011,1,683,3455517,19.77,0.909,54841,0,1788647906048.0
5230,2011,1,184,943428,19.5,0.909,54841,5,1788647906048.0
5231,2011,1,410,2400784,17.08,0.909,54841,4,1788647906048.0
5232,2011,1,364,2356694,15.45,0.909,54841,4,1788647906048.0
5233,2011,0,390,5032043,7.75,0.909,54841,2,1788647906048.0
5234,2011,0,135,2248192,6.0,0.909,54841,4,1788647906048.0
5235,2011,0,215,3629587,5.92,0.909,54841,0,1788647906048.0
5236,2011,0,134,2370185,5.65,0.909,54841,4,1788647906048.0
5237,2011,0,55,1368680,4.02,0.909,54841,5,1788647906048.0
5238,2011,0,18,1815461,0.99,0.909,54841,3,1788647906048.0
5239,2011,1,13,1920567,0.68,0.909,54841,3,1788647906048.0
5240,2012,1,1205,5056024,23.83,0.91,55347,2,1824288757448.0
5241,2012,1,770,3586361,21.47,0.91,55347,0,1824288757448.0
5242,2012,1,180,967342,18.61,0.91,55347,5,1824288757448.0
5243,2012,1,419,2431632,17.23,0.91,55347,4,1824288757448.0
5244,2012,1,381,2358461,16.15,0.91,55347,4,1824288757448.0
5245,2012,0,385,5018897,7.67,0.91,55347,2,1824288757448.0
5246,2012,0,241,3756013,6.42,0.91,55347,0,1824288757448.0
5247,2012,0,137,2255895,6.07,0.91,55347,4,1824288757448.0
5248,2012,0,129,2403433,5.37,0.91,55347,4,1824288757448.0
5249,2012,0,45,1389078,3.24,0.91,55347,5,1824288757448.0
5250,2012,0,17,1816079,0.94,0.91,55347,3,1824288757448.0
5251,2012,1,17,1921981,0.88,0.91,55347,3,1824288757448.0
5252,2013,1,1244,5032714,24.72,0.912,55310,2,1842628005830.0
5253,2013,1,231,991048,23.31,0.912,55310,5,1842628005830.0
5254,2013,1,812,3724622,21.8,0.912,55310,0,1842628005830.0
5255,2013,1,439,2456335,17.87,0.912,55310,4,1842628005830.0
5256,2013,1,300,2362807,12.7,0.912,55310,4,1842628005830.0
5257,2013,0,400,5003771,7.99,0.912,55310,2,1842628005830.0
5258,2013,0,255,3887315,6.56,0.912,55310,0,1842628005830.0
5259,2013,0,138,2261173,6.1,0.912,55310,4,1842628005830.0
5260,2013,0,135,2433660,5.55,0.912,55310,4,1842628005830.0
5261,2013,0,65,1410630,4.61,0.912,55310,5,1842628005830.0
5262,2013,0,20,1823010,1.1,0.912,55310,3,1842628005830.0
5263,2013,1,15,1927751,0.78,0.912,55310,3,1842628005830.0
5264,1985,1,34,87600,38.81,0.654,1658,1,17702885394.0
5265,1985,1,100,538000,18.59,0.654,1658,1,17702885394.0
5266,1985,1,174,1201800,14.48,0.654,1658,5,17702885394.0
5267,1985,1,122,962600,12.67,0.654,1658,0,17702885394.0
5268,1985,1,133,1239900,10.73,0.654,1658,2,17702885394.0
5269,1985,0,21,633700,3.31,0.654,1658,1,17702885394.0
5270,1985,0,40,1252200,3.19,0.654,1658,5,17702885394.0
5271,1985,0,27,1216200,2.22,0.654,1658,2,17702885394.0
5272,1985,0,3,141200,2.12,0.654,1658,1,17702885394.0
5273,1985,0,19,957500,1.98,0.654,1658,0,17702885394.0
5274,1985,1,9,1240900,0.73,0.654,1658,2,17702885394.0
5275,1985,0,1,1203800,0.08,0.654,1658,2,17702885394.0
5276,1986,1,21,91400,22.98,0.0,1728,1,18891048819.0
5277,1986,1,116,550000,21.09,0.0,1728,1,18891048819.0
5278,1986,1,156,1237100,12.61,0.0,1728,5,18891048819.0
5279,1986,1,124,1024700,12.1,0.0,1728,0,18891048819.0
5280,1986,1,108,1261700,8.56,0.0,1728,2,18891048819.0
5281,1986,0,37,1234200,3.0,0.0,1728,2,18891048819.0
5282,1986,0,37,1305400,2.83,0.0,1728,5,18891048819.0
5283,1986,0,26,1018700,2.55,0.0,1728,0,18891048819.0
5284,1986,0,15,657700,2.28,0.0,1728,1,18891048819.0
5285,1986,0,3,147500,2.03,0.0,1728,1,18891048819.0
5286,1986,1,7,1224000,0.57,0.0,1728,2,18891048819.0
5287,1986,0,4,1179300,0.34,0.0,1728,2,18891048819.0
5288,1987,1,120,563900,21.28,0.0,1985,1,22255407685.0
5289,1987,1,19,93700,20.28,0.0,1985,1,22255407685.0
5290,1987,1,147,1050700,13.99,0.0,1985,0,22255407685.0
5291,1987,1,160,1268600,12.61,0.0,1985,5,22255407685.0
5292,1987,1,116,1293700,8.97,0.0,1985,2,22255407685.0
5293,1987,0,23,674400,3.41,0.0,1985,1,22255407685.0
5294,1987,0,38,1265500,3.0,0.0,1985,2,22255407685.0
5295,1987,0,29,1044400,2.78,0.0,1985,0,22255407685.0
5296,1987,0,34,1338500,2.54,0.0,1985,5,22255407685.0
5297,1987,1,6,1255100,0.48,0.0,1985,2,22255407685.0
5298,1987,0,1,1209200,0.08,0.0,1985,2,22255407685.0
5299,1987,0,0,151300,0.0,0.0,1985,1,22255407685.0
5300,1988,1,29,106000,27.36,0.0,2303,1,26040229793.0
5301,1988,1,101,566000,17.84,0.0,2303,1,26040229793.0
5302,1988,1,160,1095000,14.61,0.0,2303,0,26040229793.0
5303,1988,1,173,1272000,13.6,0.0,2303,5,26040229793.0
5304,1988,1,112,1259000,8.9,0.0,2303,2,26040229793.0
5305,1988,0,38,1233000,3.08,0.0,2303,2,26040229793.0
5306,1988,0,19,697000,2.73,0.0,2303,1,26040229793.0
5307,1988,0,32,1329000,2.41,0.0,2303,5,26040229793.0
5308,1988,0,3,172000,1.74,0.0,2303,1,26040229793.0
5309,1988,0,19,1090000,1.74,0.0,2303,0,26040229793.0
5310,1988,0,6,1224000,0.49,0.0,2303,2,26040229793.0
5311,1988,1,5,1263000,0.4,0.0,2303,2,26040229793.0
5312,1989,1,34,106000,32.08,0.0,2599,1,29885685143.0
5313,1989,1,109,579000,18.83,0.0,2599,1,29885685143.0
5314,1989,1,162,1123000,14.43,0.0,2599,0,29885685143.0
5315,1989,1,170,1314000,12.94,0.0,2599,5,29885685143.0
5316,1989,1,140,1255000,11.16,0.0,2599,2,29885685143.0
5317,1989,0,33,1370000,2.41,0.0,2599,5,29885685143.0
5318,1989,0,26,1228000,2.12,0.0,2599,2,29885685143.0
5319,1989,0,23,1117000,2.06,0.0,2599,0,29885685143.0
5320,1989,0,3,175000,1.71,0.0,2599,1,29885685143.0
5321,1989,0,12,715000,1.68,0.0,2599,1,29885685143.0
5322,1989,1,11,1280000,0.86,0.0,2599,2,29885685143.0
5323,1989,0,2,1239000,0.16,0.0,2599,2,29885685143.0
5324,1990,1,145,608000,23.85,0.699,2828,1,33113887818.0
5325,1990,1,22,112000,19.64,0.699,2828,1,33113887818.0
5326,1990,1,176,1340000,13.13,0.699,2828,5,33113887818.0
5327,1990,1,148,1167000,12.68,0.699,2828,0,33113887818.0
5328,1990,1,134,1256000,10.67,0.699,2828,2,33113887818.0
5329,1990,0,19,732000,2.6,0.699,2828,1,33113887818.0
5330,1990,0,34,1419000,2.4,0.699,2828,5,33113887818.0
5331,1990,0,27,1162000,2.32,0.699,2828,0,33113887818.0
5332,1990,0,23,1230000,1.87,0.699,2828,2,33113887818.0
5333,1990,0,3,171000,1.75,0.699,2828,1,33113887818.0
5334,1990,1,9,1276000,0.71,0.699,2828,2,33113887818.0
5335,1990,0,3,1236000,0.24,0.699,2828,2,33113887818.0
5336,1991,1,31,112500,27.56,0.0,3187,1,37834793730.0
5337,1991,1,111,617200,17.98,0.0,3187,5,37834793730.0
5338,1991,1,222,1404000,15.81,0.0,3187,0,37834793730.0
5339,1991,1,143,1178100,12.14,0.0,3187,0,37834793730.0
5340,1991,1,142,1243900,11.42,0.0,3187,2,37834793730.0
5341,1991,0,42,1453200,2.89,0.0,3187,0,37834793730.0
5342,1991,0,34,1217200,2.79,0.0,3187,2,37834793730.0
5343,1991,0,5,186300,2.68,0.0,3187,1,37834793730.0
5344,1991,0,29,1171500,2.48,0.0,3187,0,37834793730.0
5345,1991,0,16,750400,2.13,0.0,3187,5,37834793730.0
5346,1991,0,7,1247600,0.56,0.0,3187,4,37834793730.0
5347,1991,1,5,1289100,0.39,0.0,3187,4,37834793730.0
5348,1992,1,25,118000,21.19,0.0,3791,1,45964327559.0
5349,1992,1,105,640000,16.41,0.0,3791,5,45964327559.0
5350,1992,1,162,1211000,13.38,0.0,3791,0,45964327559.0
5351,1992,1,170,1435000,11.85,0.0,3791,0,45964327559.0
5352,1992,1,94,1245000,7.55,0.0,3791,2,45964327559.0
5353,1992,0,29,1218000,2.38,0.0,3791,2,45964327559.0
5354,1992,0,25,1205000,2.07,0.0,3791,0,45964327559.0
5355,1992,0,27,1512000,1.79,0.0,3791,0,45964327559.0
5356,1992,0,12,769000,1.56,0.0,3791,5,45964327559.0
5357,1992,1,6,1316000,0.46,0.0,3791,4,45964327559.0
5358,1992,0,3,1273000,0.24,0.0,3791,4,45964327559.0
5359,1992,0,0,183000,0.0,0.0,3791,1,45964327559.0
5360,1993,1,50,119900,41.7,0.0,4006,1,49297773130.0
5361,1993,1,110,649000,16.95,0.0,4006,5,49297773130.0
5362,1993,1,187,1509600,12.39,0.0,4006,0,49297773130.0
5363,1993,1,150,1213100,12.37,0.0,4006,0,49297773130.0
5364,1993,1,118,1237400,9.54,0.0,4006,2,49297773130.0
5365,1993,0,45,1555600,2.89,0.0,4006,0,49297773130.0
5366,1993,0,18,782200,2.3,0.0,4006,5,49297773130.0
5367,1993,0,26,1209600,2.15,0.0,4006,2,49297773130.0
5368,1993,0,24,1205200,1.99,0.0,4006,0,49297773130.0
5369,1993,1,9,1334500,0.67,0.0,4006,4,49297773130.0
5370,1993,0,3,1290200,0.23,0.0,4006,4,49297773130.0
5371,1993,0,0,200100,0.0,0.0,4006,1,49297773130.0
5372,1994,1,33,123700,26.68,0.0,4551,1,57008425296.0
5373,1994,1,127,666400,19.06,0.0,4551,5,57008425296.0
5374,1994,1,184,1224400,15.03,0.0,4551,0,57008425296.0
5375,1994,1,223,1564900,14.25,0.0,4551,0,57008425296.0
5376,1994,1,135,1235400,10.93,0.0,4551,2,57008425296.0
5377,1994,0,26,1215800,2.14,0.0,4551,0,57008425296.0
5378,1994,0,16,799600,2.0,0.0,4551,5,57008425296.0
5379,1994,0,30,1609700,1.86,0.0,4551,0,57008425296.0
5380,1994,0,18,1206800,1.49,0.0,4551,2,57008425296.0
5381,1994,0,3,207300,1.45,0.0,4551,1,57008425296.0
5382,1994,0,4,1313500,0.3,0.0,4551,4,57008425296.0
5383,1994,1,2,1359100,0.15,0.0,4551,4,57008425296.0
5384,1995,1,42,133512,31.46,0.723,5695,1,73447063319.0
5385,1995,1,144,688457,20.92,0.723,5695,5,73447063319.0
5386,1995,1,271,1658149,16.34,0.723,5695,0,73447063319.0
5387,1995,1,191,1229397,15.54,0.723,5695,2,73447063319.0
5388,1995,1,149,1250060,11.92,0.723,5695,2,73447063319.0
5389,1995,0,27,835569,3.23,0.723,5695,5,73447063319.0
5390,1995,0,32,1219884,2.62,0.723,5695,2,73447063319.0
5391,1995,0,5,231756,2.16,0.723,5695,1,73447063319.0
5392,1995,0,35,1697961,2.06,0.723,5695,0,73447063319.0
5393,1995,0,20,1218604,1.64,0.723,5695,2,73447063319.0
5394,1995,1,10,1390311,0.72,0.723,5695,4,73447063319.0
5395,1995,0,4,1343983,0.3,0.723,5695,4,73447063319.0
5396,1996,1,159,710072,22.39,0.0,5946,5,78039572222.0
5397,1996,1,27,139885,19.3,0.0,5946,1,78039572222.0
5398,1996,1,266,1711922,15.54,0.0,5946,0,78039572222.0
5399,1996,1,174,1241653,14.01,0.0,5946,2,78039572222.0
5400,1996,1,163,1251601,13.02,0.0,5946,2,78039572222.0
5401,1996,0,35,1220658,2.87,0.0,5946,2,78039572222.0
5402,1996,0,19,857363,2.22,0.0,5946,5,78039572222.0
5403,1996,0,37,1749299,2.12,0.0,5946,0,78039572222.0
5404,1996,0,22,1230619,1.79,0.0,5946,2,78039572222.0
5405,1996,0,4,241120,1.66,0.0,5946,1,78039572222.0
5406,1996,1,7,1408982,0.5,0.0,5946,4,78039572222.0
5407,1996,0,4,1361915,0.29,0.0,5946,4,78039572222.0
5408,1997,1,41,145725,28.14,0.0,6368,1,84952360922.0
5409,1997,1,137,734236,18.66,0.0,6368,5,84952360922.0
5410,1997,1,185,1250037,14.8,0.0,6368,2,84952360922.0
5411,1997,1,260,1763823,14.74,0.0,6368,0,84952360922.0
5412,1997,1,147,1255098,11.71,0.0,6368,2,84952360922.0
5413,1997,0,47,1223306,3.84,0.0,6368,2,84952360922.0
5414,1997,0,40,1798922,2.22,0.0,6368,0,84952360922.0
5415,1997,0,17,881537,1.93,0.0,6368,5,84952360922.0
5416,1997,0,22,1238772,1.78,0.0,6368,2,84952360922.0
5417,1997,0,4,250029,1.6,0.0,6368,1,84952360922.0
5418,1997,1,6,1422834,0.42,0.0,6368,4,84952360922.0
5419,1997,0,4,1375231,0.29,0.0,6368,4,84952360922.0
5420,1998,1,42,151228,27.77,0.0,6023,1,81577430181.0
5421,1998,1,174,760504,22.88,0.0,6023,5,81577430181.0
5422,1998,1,320,1814884,17.63,0.0,6023,0,81577430181.0
5423,1998,1,208,1254955,16.57,0.0,6023,2,81577430181.0
5424,1998,1,151,1261357,11.97,0.0,6023,2,81577430181.0
5425,1998,0,9,258839,3.48,0.0,6023,1,81577430181.0
5426,1998,0,37,1228590,3.01,0.0,6023,2,81577430181.0
5427,1998,0,30,1243432,2.41,0.0,6023,2,81577430181.0
5428,1998,0,40,1847894,2.16,0.0,6023,0,81577430181.0
5429,1998,0,12,907553,1.32,0.0,6023,5,81577430181.0
5430,1998,0,4,1383385,0.29,0.0,6023,4,81577430181.0
5431,1998,1,4,1431319,0.28,0.0,6023,4,81577430181.0
5432,1999,1,51,156699,32.55,0.0,5470,1,75173794497.0
5433,1999,1,167,788056,21.19,0.0,5470,5,75173794497.0
5434,1999,1,222,1257020,17.66,0.0,5470,2,75173794497.0
5435,1999,1,323,1866819,17.3,0.0,5470,0,75173794497.0
5436,1999,1,137,1271218,10.78,0.0,5470,2,75173794497.0
5437,1999,0,26,934470,2.78,0.0,5470,5,75173794497.0
5438,1999,0,34,1237322,2.75,0.0,5470,2,75173794497.0
5439,1999,0,33,1245169,2.65,0.0,5470,2,75173794497.0
5440,1999,0,39,1897956,2.05,0.0,5470,0,75173794497.0
5441,1999,0,5,268032,1.87,0.0,5470,1,75173794497.0
5442,1999,1,3,1434608,0.21,0.0,5470,4,75173794497.0
5443,1999,0,1,1386513,0.07,0.0,5470,4,75173794497.0
5444,2000,1,66,162328,40.66,0.752,5584,1,77860932152.0
5445,2000,1,214,816437,26.21,0.752,5584,5,77860932152.0
5446,2000,1,305,1256699,24.27,0.752,5584,2,77860932152.0
5447,2000,1,457,1920281,23.8,0.752,5584,0,77860932152.0
5448,2000,1,216,1284868,16.81,0.752,5584,2,77860932152.0
5449,2000,0,40,961724,4.16,0.752,5584,5,77860932152.0
5450,2000,0,48,1249702,3.84,0.752,5584,2,77860932152.0
5451,2000,0,70,1949811,3.59,0.752,5584,0,77860932152.0
5452,2000,0,38,1244402,3.05,0.752,5584,2,77860932152.0
5453,2000,0,5,277903,1.8,0.752,5584,1,77860932152.0
5454,2000,1,8,1433773,0.56,0.752,5584,4,77860932152.0
5455,2000,0,6,1385647,0.43,0.752,5584,4,77860932152.0
5456,2001,1,51,170681,29.88,0.0,5020,5,70979923960.0
5457,2001,1,239,840928,28.42,0.0,5020,5,70979923960.0
5458,2001,1,540,1973130,27.37,0.0,5020,0,70979923960.0
5459,2001,1,297,1254746,23.67,0.0,5020,2,70979923960.0
5460,2001,1,253,1302835,19.42,0.0,5020,4,70979923960.0
5461,2001,0,60,1266054,4.74,0.0,5020,4,70979923960.0
5462,2001,0,53,1241466,4.27,0.0,5020,2,70979923960.0
5463,2001,0,85,2001968,4.25,0.0,5020,0,70979923960.0
5464,2001,0,6,289839,2.07,0.0,5020,5,70979923960.0
5465,2001,0,19,986090,1.93,0.0,5020,5,70979923960.0
5466,2001,1,12,1430077,0.84,0.0,5020,4,70979923960.0
5467,2001,0,10,1381776,0.72,0.0,5020,4,70979923960.0
5468,2002,1,62,178855,34.66,0.0,4866,5,69736811435.0
5469,2002,1,222,866261,25.63,0.0,4866,5,69736811435.0
5470,2002,1,519,2027249,25.6,0.0,4866,0,69736811435.0
5471,2002,1,296,1250576,23.67,0.0,4866,2,69736811435.0
5472,2002,1,241,1324289,18.2,0.0,4866,4,69736811435.0
5473,2002,0,101,2055488,4.91,0.0,4866,0,69736811435.0
5474,2002,0,13,301961,4.31,0.0,4866,5,69736811435.0
5475,2002,0,46,1236130,3.72,0.0,4866,2,69736811435.0
5476,2002,0,47,1285841,3.66,0.0,4866,4,69736811435.0
5477,2002,0,34,1011017,3.36,0.0,4866,5,69736811435.0
5478,2002,1,17,1421716,1.2,0.0,4866,4,69736811435.0
5479,2002,0,5,1373457,0.36,0.0,4866,4,69736811435.0
5480,2003,1,68,186783,36.41,0.0,5208,5,75643459840.0
5481,2003,1,252,893577,28.2,0.0,5208,5,75643459840.0
5482,2003,1,522,2080845,25.09,0.0,5208,0,75643459840.0
5483,2003,1,306,1245745,24.56,0.0,5208,2,75643459840.0
5484,2003,1,234,1347509,17.37,0.0,5208,4,75643459840.0
5485,2003,0,92,2108485,4.36,0.0,5208,0,75643459840.0
5486,2003,0,53,1229939,4.31,0.0,5208,2,75643459840.0
5487,2003,0,53,1307367,4.05,0.0,5208,4,75643459840.0
5488,2003,0,12,314243,3.82,0.0,5208,5,75643459840.0
5489,2003,0,38,1037657,3.66,0.0,5208,5,75643459840.0
5490,2003,1,20,1409825,1.42,0.0,5208,4,75643459840.0
5491,2003,0,4,1361783,0.29,0.0,5208,4,75643459840.0
5492,2004,1,70,194364,36.01,0.0,6744,5,99210392858.0
5493,2004,1,240,924415,25.96,0.0,6744,5,99210392858.0
5494,2004,1,315,1242337,25.36,0.0,6744,2,99210392858.0
5495,2004,1,537,2130985,25.2,0.0,6744,0,99210392858.0
5496,2004,1,295,1369726,21.54,0.0,6744,4,99210392858.0
5497,2004,0,66,1224969,5.39,0.0,6744,2,99210392858.0
5498,2004,0,59,1327931,4.44,0.0,6744,4,99210392858.0
5499,2004,0,94,2157866,4.36,0.0,6744,0,99210392858.0
5500,2004,0,11,326622,3.37,0.0,6744,5,99210392858.0
5501,2004,0,28,1067631,2.62,0.0,6744,5,99210392858.0
5502,2004,1,15,1395929,1.07,0.0,6744,4,99210392858.0
5503,2004,0,5,1348218,0.37,0.0,6744,4,99210392858.0
5504,2005,1,69,201597,34.23,0.788,8256,5,122964812046.0
5505,2005,1,252,959661,26.26,0.788,8256,5,122964812046.0
